codigo_alt,entidad,tipo_entidad,depto,anio,clasificacion_ofpuj,total_recaudo
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,242
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,201385
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,8001979
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,1140
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,1101432
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,1249690
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,1302
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,135695
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,407968622
25178,Chipaque,Municipio,Cundinamarca,2024,Recursos del balance,2239618079
25178,Chipaque,Municipio,Cundinamarca,2024,Otros recursos de capital,69403000
